PlInf_Ht,PlInf_Wt,PlInf_DftYr,PlInf_DftRd,PlInf_Ovrl,PlInf_Debut,PlInf_Age,PlInf_Seasons,PlInf_NHLid,PrimStat_GP,PrimStat_G,PrimStat_A,PrimStat_A1,PrimStat_PTS,PrimStat_Rnk,PrimStat_Gap,PrimStat_PTS/GP,PrimStat_PAX,PrimStat_GC,PrimStat_+/-,PrimStat_E+/-,PrimStat_PIM,PrimStat_Shifts,PrimStat_TOI,PrimStat_TOI.1,PrimStat_TOI.2,PrimStat_TOI.3,PrimStat_TOI/GP,PrimStat_TOI%,PrimStat_IPP%,IndStat_iCF,IndStat_iCF.1,IndStat_iCF.2,IndStat_iFF,IndStat_iFF.1,IndStat_iSF,IndStat_iSCF,IndStat_iHDCF,IndStat_iRush,IndStat_iReb,IndStat_iDS,IndStat_ixG,IndStat_sDist,IndStat_Pass,IndStat_TOff,IndStat_TOff/60,IndStat_OZS,IndStat_NZS,IndStat_DZS,IndStat_ZS%,IndStat_iHF,IndStat_iHF.1,IndStat_iHA,IndStat_iHDf,IndStat_iMiss,IndStat_iGVA,IndStat_iTKA,IndStat_iBLK,IndStat_BLK%,FaceStat_iFOW,FaceStat_iFOL,FaceStat_FO%,FaceStat_dzFOW,FaceStat_dzFOL,FaceStat_nzFOW,FaceStat_nzFOL,FaceStat_ozFOW,FaceStat_ozFOL,FaceStat_FOW.Up,FaceStat_FOL.Up,FaceStat_FOW.Down,FaceStat_FOL.Down,FaceStat_FOW.Close,FaceStat_FOL.Close,IndGoalStat_Hat,IndGoalStat_OTG,IndGoalStat_1G,IndGoalStat_GWG,IndGoalStat_ENG,IndGoalStat_PSG,IndGoalStat_PSA,IndGoalStat_G.Bkhd,IndGoalStat_G.Dflct,IndGoalStat_G.Slap,IndGoalStat_G.Snap,IndGoalStat_G.Tip,IndGoalStat_G.Wrap,IndGoalStat_G.Wrst,IndGoalStat_CBar_,IndGoalStat_Post,IndGoalStat_Over,IndGoalStat_Wide,IndGoalStat_S.Bkhd,IndGoalStat_S.Dflct,IndGoalStat_S.Slap,IndGoalStat_S.Snap,IndGoalStat_S.Tip,IndGoalStat_S.Wrap,IndGoalStat_S.Wrst,PenStat_iPenT,PenStat_iPenD,PenStat_iPENT,PenStat_iPENT2,PenStat_iPENT5,PenStat_iPEND,PenStat_iPEND2,PenStat_iPEND5,PenStat_iPenDf,PenStat_NPD,PenStat_Min,PenStat_Maj,PenStat_Match,PenStat_Misc,PenStat_Game,OITStat_CF,OITStat_CA,OITStat_FF,OITStat_FA,OITStat_SF,OITStat_SA,OITStat_xGF,OITStat_xGA,OITStat_GF,OITStat_GA,OITStat_SH%,OITStat_SV%,OITStat_PDO,OITStat_CF.1,OITStat_CA.1,OITStat_FF.1,OITStat_FA.1,OITStat_SF.1,OITStat_SA.1,OITStat_GF.1,OITStat_GA.1,OITStat_SCF,OITStat_SCA,OITStat_HDCF,OITStat_HDCA,OITStat_HDGF,OITStat_HDGA,OITStat_PENT,OITStat_PEND,CatAll_OPS,CatAll_DPS,CatAll_PS,CatAll_GS,CatAll_GS/G,CatAll_Star,CatAll_OWAR,CatAll_DWAR,CatAll_WAR,Other_SOS,Other_SOG,Other_SOGDG,Other_Grit,Other_DAP,Other_Pres,Other_IceF,Other_IceA,Other_CPP,Other_CPP.1,Other_Pace,Other_CruG,Other_CruA1,Other_CruA2,Other_CriG,Other_CriA1,Other_CriA2,Other_MGL,Other_CHIP,ContInf_Salary,ContInf_Cap_Hit,CarStat_GP.1,CarStat_G.1,CarStat_A.1,CarStat_PTS.1,CarStat_+/-.1,CarStat_PIM.1,CarStat_Shot,CarStat_TOI.4,CarStat_OPS.1,CarStat_DPS.1,CarStat_PS.1
73,195,2011.0,3.0,82.0,2014,25,4,8476406,64,5,14,6,19,0,0,0.296875,6.348837209302326,6.624,-3,0.6000000000000001,16,1274,54407,906.78333333333,906.78,907,14.168489583333333,23.68,0.6333333333333333,138,138,138,116,116,75,88,35,1,11,12,8.81,29.9467,169.0,307.0,20.313637265929994,218,274,359,0.3778162911611785,55,54,63,-9,41,23,23,20,0.029717682020802376,352,386,0.47696476964769646,145,169,132,119,75,98,106,139,130,137,208,207,0,1,0,1,0,0,0,0,0,0,1,0,0,4,0,0,5,36,6,0,5,14,6,1,43,8,7,8,8,0,5,5,0,-1,-5.336,8,0,0,0,0,829,875,628,653,432,468,40.38,43.11,30,41,0.06944444444444445,0.9123931623931624,0.9818376068376068,832,872,630,651,434,468,30,40,410,441,162,170,17,19,70,54,-0.2,1.0,0.9,21.68,0.33875,0.8838,-0.04,-0.02,-0.06,0.0,0.0,0.0,91,9.75,0.0711063492,60,74,17.4,17.9328,112.75061205584596,2,2,2,1,0,0,5.0,206.0,925000,925000,236,15,38,53,-15,78,276,3023,-1.1,3.2,2.1
73,206,2011.0,3.0,83.0,2017,24,1,8476407,7,0,2,1,2,25,67,0.2857142857142857,0.0,0.589,-1,-2.3,0,129,6793,113.21666666667,113.22,113,16.173809523809524,27.69,1.0,14,14,14,12,12,6,3,0,0,1,1,0.53,60.1667,33.5,47.5,25.172231054583996,35,34,34,0.5072463768115942,4,4,7,-3,6,5,1,8,0.08333333333333333,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0,0,0,0,0,80,116,59,88,41,66,3.36,5.23,2,3,0.04878048780487805,0.9545454545454546,1.0033259423503327,80,116,59,88,41,66,2,3,35,56,13,27,1,1,4,2,0.1,0.2,0.2,0.25,0.03571428571428571,0.0335,-0.05,-0.03,-0.08,0.0,0.0,0.0,12,0.0,0.0,12,8,2.0,2.098,103.86857445680975,0,0,1,0,0,0,0.0,0.0,925000,925000,7,0,2,2,-1,0,6,113,0.1,0.2,0.2
72,203,2013.0,6.0,166.0,2015,24,3,8476409,21,0,3,2,3,25,82,0.14285714285714285,-3.333333333333333,0.868,-2,-4.0,4,317,14787,246.45,246.45,246,11.735714285714286,19.57,0.375,31,31,31,20,20,15,17,8,1,2,3,1.33,35.4,43.5,74.5,18.13755325623859,60,79,74,0.44776119402985076,32,32,18,14,5,6,5,9,0.037037037037037035,40,63,0.3883495145631068,13,25,16,17,11,21,17,16,16,26,14,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,1,12,2,1,2,2,0,1,1,0,-1,-2.279,2,0,0,0,0,179,297,134,234,109,165,7.41,13.05,8,10,0.07339449541284404,0.9393939393939394,1.0127884348067835,180,296,136,233,111,165,8,10,92,144,38,58,4,5,15,13,-0.4,0.1,-0.2,-1.9,-0.09047619047619047,0.0193,-0.04,-0.02,-0.07,0.0,0.0,0.0,45,18.5,0.0,18,17,2.6,2.5442,115.88557516737676,0,0,1,0,0,0,19.0,307.0,650000,612500,84,6,16,22,-4,12,102,1046,0.2,0.8,1.0
73,187,2015.0,1.0,25.0,2016,21,2,8478458,31,5,9,6,14,16,77,0.45161290322580644,14.0,5.159,5,-0.1,2,519,22919,381.98333333333,381.98,382,12.322043010752688,20.67,0.6363636363636364,75,75,75,63,63,38,41,13,2,3,5,3.37,31.5263,100.3,175.3,27.535473061416827,132,115,117,0.5301204819277109,20,20,32,-12,25,12,14,9,0.03345724907063197,18,21,0.46153846153846156,3,5,3,5,12,11,1,4,12,14,12,10,0,0,1,1,0,0,0,0,0,1,1,0,0,3,1,1,4,19,2,0,3,4,1,1,27,1,3,1,1,0,3,3,0,2,0.774,1,0,0,0,0,364,338,265,260,186,178,17.07,13.47,22,13,0.11827956989247312,0.9269662921348315,1.0452458620273046,365,339,265,260,186,179,22,13,178,141,54,57,10,9,23,21,0.9,0.6000000000000001,1.5,13.12,0.4232258064516129,1.496,-0.03,0.14,0.11,0.0,0.0,0.0,31,34.0,0.0493500241,0,0,13.8,14.1548,110.26755327504057,2,3,2,1,1,0,0.0,0.0,925000,894166,32,5,9,14,4,2,39,390,0.9,0.5,1.4
74,209,2015.0,1.0,8.0,2016,20,2,8478460,77,16,21,12,37,6,45,0.4805194805194805,-9.397435897435898,14.403,8,11.7,16,2047,104301,1738.35,1738.35,1738,22.575974025974023,37.25,0.4111111111111111,383,383,383,283,283,207,136,28,5,23,28,11.57,41.8792,248.9,631.9,21.81033738890327,747,648,429,0.6352040816326531,58,58,67,-9,76,42,32,92,0.0757201646090535,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0,1,0,2,2,1,0,10,2,2,11,61,7,0,39,35,2,0,124,8,15,9,9,0,13,13,0,7,10.643,8,0,0,0,0,1909,1494,1474,1123,1082,835,89.64,80.87,90,70,0.08317929759704251,0.9161676646706587,0.9993469622677011,1910,1496,1475,1123,1083,835,90,70,912,787,350,323,47,37,73,98,3.4,4.2,7.5,59.92,0.7781818181818182,4.1396,0.27,0.07,0.33,1.0,0.0,0.0,166,11.25,0.0774498229,138,118,35.4,39.1286,117.45620847355252,9,6,5,1,1,2,4.0,87.0,925000,925000,155,27,57,84,25,30,395,3369,7.9,8.7,16.6
76,208,2015.0,4.0,96.0,2017,20,1,8478462,1,0,0,0,0,27,65,0.0,0.0,0.0,-1,-0.2,0,16,646,10.766666666667,10.77,11,10.766666666666667,17.95,0.0,2,2,2,1,1,1,0,0,0,0,0,0.02,50.0,0.0,2.0,11.142061281337048,5,4,1,0.8333333333333334,2,2,0,2,0,0,1,0,0.0,6,4,0.6,0,1,3,1,3,2,0,0,6,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,2,2,0,2,0.989,0,0,0,0,0,10,12,7,9,6,7,0.34,0.4,0,1,0.0,0.8571428571428572,0.8571428571428572,11,12,8,9,7,7,0,1,3,5,1,2,0,0,1,2,0.0,0.0,-0.1,0.14,0.14,0.0006000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,1,0,0.0,0.1978,122.56267409470752,0,0,0,0,0,0,0.0,0.0,730000,720000,1,0,0,0,-1,0,1,11,0.0,0.0,-0.1
68,176,2011.0,3.0,91.0,2015,25,3,8476415,3,0,1,0,1,28,75,0.3333333333333333,0.7272727272727273,0.293,0,0.30000000000000004,0,48,1985,33.083333333333,33.08,33,11.027777777777779,18.44,1.0,7,7,7,5,5,4,5,2,0,0,0,0.34,32.25,0.0,7.0,12.696493349455865,10,12,10,0.5,7,7,4,3,1,0,1,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,-0.035,0,0,0,0,0,29,33,20,26,15,17,0.76,1.25,1,1,0.06666666666666667,0.9411764705882353,1.007843137254902,29,33,20,26,15,17,1,1,11,16,3,6,0,0,2,3,0.0,0.0,0.0,0.7,0.2333333333333333,0.009600000000000001,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0,0,1.0,0.993,112.4546553808948,0,0,0,0,0,0,0.0,0.0,700000,700000,36,2,2,4,-4,6,40,377,-0.4,0.30000000000000004,-0.1
72,190,2011.0,7.0,204.0,2015,25,3,8476288,79,23,18,12,41,5,21,0.5189873417721519,11.81981981981982,16.798000000000002,-17,-4.5,35,1631,78186,1303.1,1303.12,1303,16.49493670886076,27.43,0.5857142857142857,238,238,238,184,184,136,166,79,5,15,20,16.12,24.977899999999998,222.9,460.9,21.221376388974157,459,368,353,0.5652709359605911,60,60,58,2,48,34,27,19,0.02040816326530612,24,32,0.42857142857142855,6,9,5,6,13,17,8,12,9,7,14,22,0,0,3,2,0,0,0,3,1,2,2,1,0,14,0,4,5,39,11,6,10,11,12,0,86,15,18,17,16,1,21,20,1,3,4.454,14,1,0,0,0,1344,1213,986,912,716,678,63.79,58.09,70,69,0.09776536312849161,0.8982300884955752,0.9959954516240668,1345,1213,986,911,716,677,69,69,657,589,253,238,33,39,88,78,2.9,0.8,3.7,34.77,0.44012658227848106,4.1546,1.21,-0.18,1.03,1.0,0.0,0.0,115,6.214285714285714,0.1218031516,107,97,37.5,41.8908,117.7328258333845,14,6,5,5,1,1,4.0,195.0,1500000,1800000,190,40,42,82,-6,76,282,2792,5.3,2.9,8.2
72,180,2015.0,2.0,46.0,2015,20,2,8478466,8,2,1,1,3,25,95,0.375,2.111111111111111,1.294,2,3.8,0,156,6710,111.83333333333,111.83,112,13.979166666666666,23.64,0.6,33,33,33,30,30,22,26,10,1,1,2,2.1,27.9545,23.0,56.0,30.04560493606367,37,40,36,0.5068493150684932,9,9,11,-2,8,2,0,4,0.08163265306122448,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,2,6,0,0,3,5,2,0,12,0,3,0,0,0,3,3,0,3,1.927,0,0,0,0,0,128,72,99,45,68,34,6.44,1.74,5,3,0.07352941176470588,0.9117647058823529,0.9852941176470588,127,71,98,44,67,33,5,3,78,29,23,5,3,1,6,9,0.2,0.2,0.4,7.15,0.89375,0.7605000000000001,0.11,0.35,0.46,0.0,0.0,0.0,13,0.0,0.0764925373,0,0,3.0,3.3854,107.3057319145131,1,0,0,0,0,0,0.0,0.0,742500,692500,26,4,1,5,1,0,45,269,0.2,0.30000000000000004,0.5
70,184,2011.0,4.0,96.0,2012,25,6,8476419,78,14,15,7,29,8,33,0.3717948717948718,-2.386454183266931,11.415,-14,-3.7,36,1789,78338,1305.6333333333,1305.63,1306,16.73888888888889,27.71,0.5686274509803921,241,239,241,206,206,147,133,82,9,12,21,16.1,34.9524,145.0,386.0,17.738562992578295,397,453,582,0.40551583248212464,131,131,99,32,59,41,30,69,0.06289881494986327,580,553,0.5119152691968226,227,261,202,144,151,148,190,176,183,203,342,325,0,1,4,2,0,2,2,1,1,1,3,3,1,4,0,4,6,49,14,5,8,23,19,3,75,18,23,18,18,0,25,25,0,5,0.371,18,0,0,0,0,1172,1431,870,1028,617,728,51.53,70.93,51,78,0.08265802269043761,0.8928571428571429,0.9755151655475806,1174,1427,874,1024,619,725,51,78,536,696,220,262,28,44,81,83,0.8,0.9,1.7000000000000002,24.3,0.31153846153846154,3.3604,0.26,-0.5700000000000001,-0.31,0.0,0.0,0.0,236,8.944444444444445,0.0717948718,90,89,25.4,29.0742,119.62041313388939,6,3,5,1,0,2,4.0,195.0,2600000,3100000,329,59,71,130,18,107,591,5098,6.8,6.1,12.9
74,196,2015.0,1.0,18.0,2016,21,2,8478469,63,9,16,9,25,9,37,0.3968253968253968,25.0,9.21,-12,-1.6,14,1441,66191,1103.1833333333,1103.18,1103,17.510846560846563,29.19,0.45454545454545453,181,181,181,115,115,94,58,9,1,13,14,4.61,43.9255,147.3,328.3,17.855653655795066,455,331,237,0.6575144508670521,44,44,79,-35,21,36,27,64,0.07609988109393578,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,1,0,1,4,1,1,2,17,1,1,30,12,0,1,49,7,4,7,7,0,4,4,0,-3,5.006,7,0,0,0,0,1126,1027,820,777,594,571,50.53,48.22,55,56,0.09259259259259259,0.9019264448336253,0.9945190374262178,1122,1027,816,777,594,571,54,56,533,497,211,176,25,25,48,65,2.1,1.5,3.6,21.15,0.3357142857142857,1.3025,0.31,-0.25,0.06,1.0,0.0,0.0,122,10.142857142857142,0.0557823129,92,72,23.6,26.0012,117.097844413423,4,5,2,0,3,2,0.0,0.0,925000,863333,64,9,16,25,-14,14,95,1110,2.1,1.4,3.5
74,195,2011.0,4.0,98.0,2015,24,3,8476422,57,2,16,9,18,0,0,0.3157894736842105,6.8478260869565215,6.364,-5,-7.5,26,1117,51172,852.86666666667,852.87,853,14.962573099415204,25.24,0.5,125,125,125,92,92,65,34,2,0,6,6,3.11,45.9385,199.4,324.4,22.82176650603257,292,263,202,0.5910931174089069,41,41,54,-13,27,32,8,37,0.05597579425113464,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,3,23,2,1,16,16,0,0,30,13,3,14,14,0,3,3,0,-10,-4.098,13,0,0,0,0,789,830,585,624,437,445,37.9,36.34,36,36,0.08237986270022883,0.9191011235955057,1.0014809862957346,794,833,588,627,439,449,36,36,378,393,160,168,23,20,80,58,1.2,1.5,2.7,7.97,0.13982456140350877,0.33430000000000004,-0.21,-0.56,-0.77,0.0,0.0,0.0,104,3.769230769230769,0.0383528112,51,54,15.4,17.1804,113.89778043547082,0,6,4,0,1,0,4.0,195.0,675000,725000,103,5,22,27,-8,36,112,1414,1.7000000000000002,2.4,4.0
70,195,2011.0,4.0,99.0,2013,24,5,8476423,20,3,2,0,5,26,50,0.25,-1.6071428571428568,2.101,-12,-0.30000000000000004,0,340,13651,227.51666666667,227.52,228,11.375833333333334,19.23,0.625,54,56,56,45,47,37,34,17,0,6,6,2.74,28.0811,0.0,54.0,14.240506329113924,51,65,61,0.45535714285714285,13,13,23,-10,10,4,8,3,0.01935483870967742,1,2,0.3333333333333333,1,0,0,2,0,0,1,0,0,0,1,2,0,0,1,1,0,0,0,0,0,0,1,2,0,0,0,0,1,9,5,2,4,1,2,0,23,0,7,0,0,0,7,7,0,7,5.866,0,0,0,0,0,237,206,191,152,138,118,9.65,10.14,8,17,0.057971014492753624,0.8559322033898304,0.9139032178825841,240,207,194,153,141,119,8,17,135,121,44,42,4,12,10,20,0.2,-0.2,0.0,6.01,0.3005,0.9661000000000001,0.21,-0.09,0.12,0.0,0.0,0.0,16,0.0,0.0572093023,0,0,5.0,6.1732,116.82489451476793,2,0,1,0,0,0,3.0,25.0,687500,687500,132,20,22,42,-33,18,228,1633,2.4,0.9,3.3
73,192,2002.0,2.0,54.0,2005,34,13,8470281,82,2,30,6,32,6,44,0.3902439024390244,-13.894852135815988,9.906,-29,-3.7,28,2419,117229,1953.8166666667,1953.85,1954,23.827032520325204,39.37,0.4266666666666667,400,374,400,247,247,187,115,6,5,16,21,8.28,53.2567,168.3,568.3,17.451697929728482,806,660,646,0.5550964187327824,41,41,89,-48,60,73,34,165,0.09921828021647625,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,3,7,50,0,0,133,14,0,0,40,14,3,15,15,0,2,2,0,-11,-2.18,14,0,0,0,0,2102,1963,1486,1498,1099,1122,97.53,110.14,75,118,0.06824385805277525,0.8948306595365418,0.9630745175893171,2109,1961,1491,1497,1100,1121,74,117,1050,1002,337,424,44,59,122,108,1.1,2.2,3.3,39.52,0.48195121951219516,1.2219,-1.71,-0.88,-2.59,0.0,0.0,0.0,234,5.357142857142857,0.0088495575,146,136,29.2,31.564,124.83046293215958,2,3,12,1,2,4,0.0,0.0,5000000,5538462,995,92,451,543,143,535,2085,25092,39.1,61.6,100.7
76,220,2015.0,1.0,11.0,2016,20,2,8478474,11,1,0,0,1,26,64,0.09090909090909091,-0.8333333333333333,0.5,-6,-0.5,7,194,7220,120.33333333333,120.33,120,10.93939393939394,18.5,0.5,24,24,24,19,19,13,12,8,1,1,2,1.27,33.6154,0.0,24.0,11.967090501121914,33,36,47,0.4125,29,29,7,22,6,3,2,6,0.06382978723404255,3,8,0.2727272727272727,2,0,0,1,1,7,0,2,1,2,3,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,4,1,0,1,1,1,1,8,2,2,2,1,1,3,2,1,0,-0.137,1,1,0,0,0,108,123,76,88,56,59,3.76,5.47,2,9,0.03571428571428571,0.847457627118644,0.8831719128329297,108,123,76,88,56,59,2,9,44,54,21,25,2,4,4,9,-0.1,-0.1,-0.2,0.78,0.07090909090909091,0.1509,0.01,0.04,0.05,0.0,0.0,0.0,43,31.0,0.0363636364,16,10,0.30000000000000004,0.9726,115.18324607329843,0,0,0,0,0,0,0.0,0.0,925000,894167,83,6,7,13,-26,55,97,976,-0.7,0.1,-0.5
71,184,2011.0,2.0,32.0,2013,24,5,8476427,14,5,4,3,9,19,99,0.6428571428571429,5.0,3.702,1,-2.6,2,257,12996,216.6,216.6,217,15.471428571428572,26.45,0.5294117647058824,50,50,50,42,42,32,32,12,2,7,9,4.04,29.1563,37.7,87.7,24.293628808864266,78,85,55,0.5864661654135338,11,11,19,-8,10,4,2,4,0.0213903743315508,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,0,0,3,0,0,2,8,2,1,9,4,1,0,15,1,3,1,1,0,3,3,0,2,0.878,1,0,0,0,0,212,220,165,183,113,134,13.36,13.03,17,14,0.1504424778761062,0.8955223880597015,1.0459648659358076,212,220,165,183,113,134,17,14,115,137,47,65,9,8,12,13,0.8,0.30000000000000004,1.1,7.55,0.5392857142857143,1.035,0.03,-0.63,-0.59,0.0,0.0,0.0,17,13.0,0.1307397959,0,0,8.8,9.1756,119.66759002770084,2,2,0,0,1,0,0.0,0.0,700000,700000,49,9,10,19,-2,8,70,556,1.5,0.5,2.0
66,180,2011.0,2.0,33.0,2014,24,4,8476428,6,1,2,1,3,23,94,0.5,1.6451612903225807,1.103,0,-0.30000000000000004,0,85,3471,57.85,57.85,58,9.641666666666667,16.5,0.6,9,9,9,8,8,7,7,4,1,0,1,0.5,25.7143,11.5,20.5,21.261884183232496,11,26,21,0.34375,3,3,5,-2,1,3,5,5,0.08064516129032258,0,1,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,5,0,2,0,0,0,2,2,0,2,1.943,0,0,0,0,0,47,80,35,57,27,41,1.9300000000000002,2.45,5,5,0.18518518518518517,0.8780487804878049,1.0632339656729901,47,80,35,57,27,41,5,5,28,39,14,13,4,3,6,4,0.30000000000000004,0.1,0.30000000000000004,1.26,0.21,0.1252,0.0,0.0,0.0,0.0,0.0,0.0,8,0.0,0.053805774300000005,3,3,3.0,3.3886,131.7199654278306,0,0,0,0,0,0,1.0,9.0,750000,750000,37,5,5,10,-6,8,65,427,0.5,0.2,0.7
76,227,2011.0,2.0,34.0,2013,25,4,8476429,47,2,10,4,12,18,73,0.2553191489361702,-1.0555555555555554,3.894,-6,-4.2,45,1015,50322,838.7,838.7,839,17.84468085106383,29.81,0.375,141,141,141,84,84,58,36,3,0,12,12,2.66,50.431,92.1,233.1,16.67580779778228,207,290,324,0.3898305084745763,77,77,49,28,26,37,5,73,0.09275730622617535,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,26,1,0,17,7,1,0,32,21,11,21,20,1,12,11,1,-10,-4.541,20,1,0,0,0,722,927,511,714,371,537,32.25,45.18,32,51,0.0862533692722372,0.9050279329608939,0.991281302233131,717,922,507,709,369,533,31,51,375,506,161,195,21,36,67,60,0.4,0.9,1.3,10.05,0.21382978723404256,0.33680000000000004,0.06,-0.4,-0.34,0.0,0.0,0.0,196,4.1,0.013472439000000001,48,47,7.5,11.0918,117.96828424943364,1,2,3,0,0,1,5.0,203.0,675000,625000,83,5,17,22,-14,98,108,1382,1.2,1.2,2.4
74,188,2011.0,2.0,35.0,2013,25,5,8476430,29,6,4,2,10,21,66,0.3448275862068966,3.2558139534883717,4.188,1,2.7,12,496,21954,365.9,365.9,366,12.617241379310345,21.33,0.7692307692307693,85,85,85,64,64,45,55,28,3,6,9,4.63,25.7556,32.6,117.6,19.283957365400383,108,118,131,0.45188284518828453,22,22,36,-14,19,6,9,12,0.045112781954887216,4,12,0.25,1,3,1,2,2,7,0,0,2,8,4,6,0,0,1,1,0,0,0,1,1,0,1,2,0,1,0,1,0,18,10,3,0,3,4,1,24,6,5,6,6,0,5,5,0,-1,0.631,6,0,0,0,0,377,357,267,254,201,189,15.57,15.14,13,12,0.06467661691542288,0.9365079365079365,1.0011845534233594,376,357,266,255,199,190,13,12,193,163,72,60,9,7,20,24,0.6000000000000001,0.5,1.1,12.2,0.42068965517241375,0.2652,0.05,-0.03,0.02,1.0,0.0,0.0,46,5.166666666666667,0.07642124880000001,0,0,8.8,10.1262,120.36075430445477,3,0,2,0,0,1,2.0,20.0,800000,800000,201,22,28,50,-11,60,291,2288,1.6,2.1,3.7
72,196,2011.0,2.0,36.0,2014,25,4,8476431,5,0,2,0,2,25,63,0.4,0.6419753086419753,0.594,-1,-1.1,2,107,4780,79.666666666667,79.67,80,15.933333333333334,26.68,0.5,11,11,11,8,8,4,4,0,0,0,0,0.13,48.75,0.0,11.0,8.284172210367766,21,28,25,0.45652173913043476,2,2,5,-3,4,4,2,6,0.08108108108108109,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,3,1,0,1,1,0,0,0,0,-1,-0.637,1,0,0,0,0,75,91,58,68,43,49,2.93,5.24,4,6,0.09302325581395349,0.8775510204081632,0.9705742762221168,79,91,62,68,45,49,4,6,41,53,19,24,3,4,5,6,0.1,0.1,0.2,0.65,0.13,0.0009000000000000001,0.0,-0.17,-0.17,0.0,0.0,0.0,10,4.0,0.0,9,8,1.8,1.8726,125.01568972009538,0,0,1,0,0,1,0.0,0.0,650000,650000,86,4,20,24,10,49,102,1348,1.4,3.6,5.0
74,206,2011.0,2.0,37.0,2013,24,5,8476432,75,13,19,12,32,9,50,0.4266666666666667,-4.235955056179776,12.293,1,-3.7,39,1575,74076,1234.6,1234.6,1235,16.461333333333332,27.49,0.6274509803921569,310,310,310,257,257,187,180,97,10,18,28,19.53,31.7166,264.5,574.5,27.919974080673903,394,368,516,0.432967032967033,205,205,105,100,70,17,34,83,0.08333333333333333,268,215,0.5548654244306418,111,89,43,31,114,95,60,67,102,81,167,126,0,0,2,2,0,0,0,0,0,1,1,3,0,8,0,6,3,61,24,5,9,30,18,2,99,14,18,13,13,0,17,17,0,4,1.907,12,1,0,0,1,1114,1282,857,913,615,656,59.65,61.13,51,57,0.08292682926829269,0.913109756097561,0.9960365853658536,1114,1279,858,910,616,652,51,57,563,638,243,251,32,26,73,60,1.2,1.4,2.6,35.76,0.47679999999999995,4.087,1.2,0.01,1.22,2.0,0.0,0.0,328,19.916666666666668,0.0637369208,92,93,28.1,32.3814,116.4425724931152,6,4,5,0,2,2,4.0,195.0,2900000,2900000,342,86,75,161,1,225,833,5477,12.2,5.8,18.0
72,175,2015.0,1.0,4.0,2016,20,2,8478483,82,22,47,27,69,1,0,0.8414634146341463,4.038961038961034,25.323,-1,6.6,26,1824,80629,1343.8166666667,1344.07,1344,16.3880081300813,27.1,0.7582417582417582,399,398,399,277,277,194,214,57,6,21,27,19.14,31.0412,407.6,806.6,36.0070532040742,663,415,359,0.6487279843444227,31,31,105,-74,83,50,85,25,0.027114967462039046,50,45,0.5263157894736842,15,9,9,9,26,27,16,15,13,15,29,25,0,0,3,2,0,0,1,0,0,0,2,4,0,16,2,1,6,74,8,0,9,58,13,0,106,12,18,14,14,0,20,20,0,6,4.481,12,0,0,0,0,1618,1135,1194,897,844,666,98.79,55.31,91,58,0.10781990521327015,0.9129129129129129,1.020732818126183,1620,1137,1196,899,846,667,91,57,932,542,377,210,60,36,71,70,5.7,1.3,7.0,66.6,0.8121951219512195,7.5055,0.55,0.06,0.61,8.0,2.0,1.0,82,9.666666666666666,0.0887096774,125,135,66.4,69.8962,122.89538491298816,11,12,10,1,4,5,0.0,0.0,925000,894167,159,41,89,130,-1,64,370,2638,11.1,2.5,13.6
