PlInf_City,PlInf_Pr/St,PlInf_Cntry,PlInf_Nat,PlInf_Hand,PlInf_CorsicaID,PlInf_H-Ref_Name,PlInf_Last_Name,PlInf_First_Name,PlInf_Position,PlInf_Team,Other_Injuries,ContInf_NMC,ContInf_Status,Eqip_Stick,Eqip_Glove,Eqip_Pants,Eqip_Helmet,Eqip_Skates
Stockholm,,SWE,SWE,L,GABRIEL.LANDESKOG,Gabriel Landeskog,Landeskog,Gabriel,LW,COL,,,UFA,Bauer - Vapor 1X Lite,Warrior - Alpha QX,Warrior,Bauer - Re-Akt,Bauer - Nexus 1N
Saint-Jerome,QC,CAN,CAN,L,JONATHAN.HUBERDEAU,Jonathan Huberdeau,Huberdeau,Jonathan,LW,FLA,,,UFA,CCM - RBZ FT1,CCM - HG12,CCM,CCM - Vector V08,CCM - JetSpeed FT1
Skellefteå,,SWE,SWE,R,ADAM.LARSSON,Adam Larsson,Larsson,Adam,D,EDM,Upper body,,UFA,TRUE - A6.0 SBP,TRUE - Pro,CCM,Bauer - 5100,Bauer - Nexus 1N
Orebro,,SWE,SWE,L,GABRIEL.CARLSSON,Gabriel Carlsson,Carlsson,Gabriel,D,CBJ,Upper body,,RFA,,,,,
Huddinge,,SWE,SWE,R,MIKA.ZIBANEJAD,Mika Zibanejad,Zibanejad,Mika,C,NYR,Illness,,UFA,Bauer - Vapor 1X Lite,Bauer - Supreme TotalOne MX3,Bauer,Bauer - Re-Akt,CCM - Ribcor 50K
Kitchener,ON,CAN,CAN,R,MARK.SCHEIFELE,Mark Scheifele,Scheifele,Mark,C,WPG,Upper body,,UFA,Warrior - Alpha QX,Warrior - Covert QRL,Warrior,Warrior - Covert PX2,Bauer - Vapor 1X
Phoenix,AZ,USA,CAN,L,SEAN.COUTURIER,Sean Couturier,Couturier,Sean,C,PHI,,,UFA,Bauer - Nexus 1N,Warrior - Covert QR1,CCM,CCM - Vector V08,Bauer - Vapor 1X
Toronto,ON,CAN,CAN,R,DOUGIE.HAMILTON,Dougie Hamilton,Hamilton,Dougie,D,CGY,,NMC,UFA,Bauer - Vapor 1X,Bauer - Vapor APX2,Bauer,Bauer - Re-Akt,CCM - Ribcor 70K
Karlstad,,SWE,SWE,L,JONAS.BRODIN,Jonas Brodin,Brodin,Jonas,D,MIN,Hand,,UFA,Warrior - Alpha QX,Warrior - Covert QRL,CCM,CCM - Vector V08,Bauer - Supreme 1S
Edmonton,AB,CAN,CAN,L,DUNCAN.SIEMENS,Duncan Siemens,Siemens,Duncan,D,COL,,,RFA,Bauer - Vapor 1X Lite,CCM - HG12,CCM,CCM - Vector V08,TRUE - Pro Custom
Aurora,ON,CAN,CAN,R,RYAN.MURPHY,Ryan Murphy,Murphy,Ryan,D,MIN,,,RFA,CCM - Ribcor Reckoner,Bauer - Vapor APX2,Bauer,Warrior - Covert PX2,Bauer - Vapor 1X
Bern,,CHE,CHE,L,SVEN.BAERTSCHI,Sven Baertschi,Baertschi,Sven,LW,VAN,"Jaw, Shoulder",,RFA,Bauer - Vapor 1X Lite,Bauer - Vapor 1X,Bauer,Bauer - Re-Akt,TRUE - Pro Custom
Toronto,ON,CAN,CAN,L,JAMIE.OLEKSIAK,Jamie Oleksiak,Oleksiak,Jamie,D,"DAL, PIT",,M-NTC,RFA,CCM - Ultra Tacks,CCM - 4-Roll Pro,CCM,CCM - Vector V08,Bauer - Supreme 1S
East Palestine,OH,USA,USA,L,J.T..MILLER,J.T. Miller,Miller,J.T.,LW/C,"NYR, TBL",,,RFA,STX - Surgeon RX2,STX - Stallion 500,Bauer,CCM - Vector V08,CCM - Ribcor 50K
Pori,,FIN,FIN,R,JOEL.ARMIA,Joel Armia,Armia,Joel,RW,WPG,Undisclosed,,RFA,Warrior - Alpha QX,Warrior - Covert QRL,Warrior,Bauer - 5100,Bauer - Vapor 1X
Strathroy,ON,CAN,CAN,L,NATHAN.BEAULIEU,Nathan Beaulieu,Beaulieu,Nathan,D,BUF,Upper body,,RFA,Bauer - Nexus 1N,Warrior - Alpha QX,Warrior,Bauer - Re-Akt,Bauer - Vapor 1X 2.0
Etobicoke,ON,CAN,CAN,L,ANTHONY.CIRELLI,Anthony Cirelli,Cirelli,Anthony,C,TBL,,,RFA,CCM - Jetspeed,CCM - Ultra Tacks,CCM,CCM - Vector V08,TRUE - Pro Custom
Karlstad,,SWE,SWE,L,OSCAR.KLEFBOM,Oscar Klefbom,Klefbom,Oscar,D,EDM,"Shoulder, Undisclosed",,UFA,Warrior - Covert QRL,Warrior - Covert QR1,Warrior,CCM - Vector V08,Bauer - Vapor 1X
Dublin,OH,USA,USA,R,CONNOR.MURPHY,Connor Murphy,Murphy,Connor,D,CHI,,,UFA,Bauer - Vapor 1X Lite,Bauer - Supreme 1S,Bauer,Bauer - Re-Akt 100,Bauer - Supreme 1S
Plano,TX,USA,USA,R,STEFAN.NOESEN,Stefan Noesen,Noesen,Stefan,RW,NJD,,,RFA,Bauer - Vapor 1X Lite,Warrior - Covert QRL,Warrior,Warrior - Covert PX2,CCM - JetSpeed FT1
Edmonton,AB,CAN,CAN,L,JOE.MORROW,Joseph Morrow,Morrow,Joe,D,"MTL, WPG",,,RFA,Bauer - Supreme 1S,Bauer - Supreme 1S,Bauer,CCM - Vector V08,Bauer - Vapor 1X 2.0
Trenton,MI,USA,USA,L,ANDY.GREENE,Andy Greene,Greene,Andy,D,NJD,,,UFA,Bauer - Vapor 1X Lite,Bauer - Supreme 1S,Bauer,Bauer - 4500,Bauer - Vapor 1X 2.0
Victoriaville,QC,CAN,CAN,L,PHILLIP.DANAULT,Phillip Danault,Danault,Phillip,LW/C,MTL,Neck,,RFA,Warrior - Alpha QX,Warrior - Alpha QX,Warrior,Warrior - Covert PX2,Bauer - Supreme 1S
Hancock,MI,USA,USA,L,TANNER.KERO,Tanner Kero,Kero,Tanner,RW/C,CHI,Undisclosed,,RFA,,,,,
Sundbyberg,,SWE,SWE,R,RICKARD.RAKELL,Rickard Rakell,Rakell,Rickard,C,ANA,Upper body,,UFA,CCM - Super Tacks,Easton - Synergy GX,CCM,Bauer - Re-Akt,CCM - JetSpeed FT1
Edmonton,AB,CAN,CAN,L,JASON.CHIMERA,Jason Chimera,Chimera,Jason,LW,"NYI, ANA",,,UFA,CCM - Ribcor 40K,CCM - CL Pro,CCM,Bauer - 4500,CCM - JetSpeed
Helsinki,,FIN,FIN,L,MARKUS.HANNIKAINEN,Markus Hannikainen,Hannikainen,Markus,LW,CBJ,,,RFA,CCM - Ribcor Trigger 2 PMT,Bauer - Supreme 1S,CCM,CCM - Vector V08,Bauer - Nexus 1N
Toronto,ON,CAN,CAN,R,EVAN.RODRIGUES,Evan Rodrigues,Rodrigues,Evan,LW,BUF,Ribs,,RFA,Bauer - Supreme 1S,Bauer - Supreme 1S,Bauer,Bauer - Re-Akt,Bauer - Vapor 1X 2.0
Wallaceburg,ON,CAN,CAN,R,SETH.GRIFFITH,Seth Griffith,Griffith,Seth,C,BUF,Upper body,,RFA,,,,,
Bern,,CHE,CHE,L,MARK.STREIT,Mark Streit,Streit,Mark,D,MTL,,,,,,,,
Pincourt,QC,CAN,CAN,L,ALEX.BURROWS,Alexandre Burrows,Burrows,Alexandre,RW,OTT,,M-NTC,UFA,Warrior - Alpha QX,Warrior - Covert QRL,Warrior,Warrior - Covert PX2,CCM - Ribcor 50K
Calgary,AB,CAN,CAN,R,BRAYDEN.POINT,Brayden Point,Point,Brayden,C,TBL,,M-NTC,RFA,Warrior - Covert QRL,Warrior - Covert QRL,CCM,CCM - Vector V08,CCM - JetSpeed
Bærum,,NOR,NOR,L,ANDREAS.MARTINSEN,Andreas Martinsen,Martinsen,Andreas,LW,CHI,,,UFA,,,,,
Volketswil,,CHE,CHE,L,DEAN.KUKAN,Dean Kukan,Kukan,Dean,D,CBJ,Upper body,,RFA,CCM - Ribcor Trigger 2 PMT,CCM - 4-Roll Pro,CCM,CCM - Vector V08,Bauer - Vapor 1X
Johnston,RI,USA,USA,R,NOEL.ACCIARI,Noel Acciari,Acciari,Noel,C,BOS,"Lower body, Upper body",,UFA,Warrior - Alpha QX,Warrior - Covert QRL,Warrior,Warrior - Covert PX2,Bauer - Vapor 1X
Brig,,CHE,CHE,L,NICO.HISCHIER,Nico Hischier,Hischier,Nico,C,NJD,,,RFA,CCM - Ribcor Trigger 2 PMT,CCM - HG12,CCM,CCM - Resistance,CCM - JetSpeed FT1
Sault Ste. Marie,ON,CAN,CAN,R,COLIN.MILLER,Colin Miller,Miller,Colin,D,VGK,,,RFA,CCM - Ribcor Trigger 2 PMT,CCM - Quicklite,CCM,CCM - Vector V08,Bauer - Supreme 1S
Spokane,WA,USA,USA,R,DEREK.RYAN,Derek Ryan,Ryan,Derek,C,CAR,Upper body,,UFA,Warrior - Alpha QX,Warrior - Covert QRL,Warrior,Warrior - Covert PX2,Bauer - Vapor 1X 2.0
Cap-Rouge,QC,CAN,CAN,R,JONATHAN.MARCHESSAULT,Jon Marchessault,Marchessault,Jonathan,C,VGK,"Lower body, Undisclosed",,UFA,CCM - Ribcor Trigger 2 PMT,CCM - HG12,CCM,CCM - Vector V08,Bauer - Supreme 1S
White Rock,BC,CAN,CAN,L,JASON.GARRISON,Jason Garrison,Garrison,Jason,D,VGK,,,UFA,,,,,
St. Cloud,MN,USA,USA,L,NATE.SCHMIDT,Nate Schmidt,Schmidt,Nate,D,VGK,Undisclosed,,UFA,CCM - Ribcor Trigger ASY,CCM - Quicklite,CCM,CCM - Vector V08,CCM - JetSpeed
Gävle,,SWE,SWE,L,ANDREAS.JOHNSSON,Andreas Johnsson,Johnsson,Andreas,LW,TOR,,,RFA,CCM - Ribcor Trigger 2 PMT,CCM - Ultra Tacks,CCM,CCM - Vector V08,Bauer - Supreme 1S
Spokane,WA,USA,USA,R,TYLER.JOHNSON,Tyler Johnson,Johnson,Tyler,C,TBL,Undisclosed,,UFA,Warrior - Alpha QX,Warrior - Dynasty AX1,Bauer,Warrior - Covert PX2,Bauer - Vapor 1X
London,ON,CAN,CAN,R,DREW.DOUGHTY,Drew Doughty,Doughty,Drew,D,LAK,,,UFA,Easton - Synergy GX,Easton - Pro,Bauer,Bauer - 4500,Bauer - Vapor 1X 2.0
Markham,ON,CAN,CAN,R,STEVEN.STAMKOS,Steven Stamkos,Stamkos,Steven,C,TBL,Lower body,NMC,UFA,Bauer - Supreme 1S,Bauer - Supreme 1S,Bauer,Bauer - 4500,Bauer - Vapor 1X
King City,ON,CAN,CAN,R,ALEX.PIETRANGELO,Alex Pietrangelo,Pietrangelo,Alex,D,STL,Foot,M-NTC,UFA,Bauer - Vapor 1X Lite,Bauer - Vapor 1X,Bauer,Bauer - 4500,Bauer - Vapor 1X 2.0
Massena,NY,USA,USA,R,ZACH.BOGOSIAN,Zach Bogosian,Bogosian,Zach,D,BUF,Lower body,,UFA,Bauer - Nexus 1N,Bauer - Vapor APX2,Bauer,CCM - Vector V08,Bauer - Supreme 1S
Saskatoon,SK,CAN,CAN,R,LUKE.SCHENN,Luke Schenn,Schenn,Luke,D,ARI,,,UFA,Bauer - Supreme 1S,Bauer - Vapor 1X,Bauer,Bauer - Re-Akt 100,Bauer - Supreme 1S
Greenwich,CT,USA,USA,L,COLIN.WILSON,Colin Wilson,Wilson,Colin,C,COL,Lower body,,UFA,Bauer - Supreme 1S,Warrior - Dynasty AX1,CCM,CCM - Vector V08,TRUE - Pro Custom
Brondby,,DNK,DNK,L,MIKKEL.BOEDKER,Mikkel Boedker,Boedker,Mikkel,LW,SJS,Undisclosed,,UFA,Bauer - Vapor 1X Lite,Warrior - Covert QR1,Warrior,Bauer - Re-Akt 100,Bauer - Vapor 1X 2.0
Bowmanville,ON,CAN,CAN,L,JOSH.BAILEY,Josh Bailey,Bailey,Josh,RW,NYI,Upper body,,UFA,Easton - Stealth CX,Easton - Pro,CCM,CCM - Vector V08,Bauer - Supreme 1S
Houston,TX,USA,CAN,R,TYLER.MYERS,Tyler Myers,Myers,Tyler,D,WPG,,,UFA,Warrior - Alpha QX,Warrior - Alpha QX,Warrior,Warrior - Covert PX2,Bauer - Vapor 1X
Toronto,ON,CAN,CAN,L,BARCLAY.GOODROW,Barclay Goodrow,Goodrow,Barclay,RW,SJS,Upper body,,RFA,CCM - RBZ Revolution,CCM - CL 500,CCM,CCM - Vector V08,TRUE - Pro Custom
Landsbro,,SWE,SWE,R,ERIK.KARLSSON,Erik Karlsson,Karlsson,Erik,D,OTT,Foot,,UFA,Warrior - Covert QR EDGE,Warrior - Covert QR EDGE,Warrior,CCM - Vector V08,Bauer - Supreme 1S
Ozieri,,ITA,CHE,L,LUCA.SBISA,Luca Sbisa,Sbisa,Luca,D,VGK,Undisclosed,,UFA,Bauer - Vapor 1X Lite,Bauer - Supreme TotalOne MX3,Bauer,Bauer - Re-Akt,Bauer - Nexus 1N
Nousiainen,,FIN,FIN,L,MIKKO.RANTANEN,Mikko Rantanen,Rantanen,Mikko,RW,COL,Lower body,,RFA,Bauer - Supreme 1S,CCM - HG12,CCM,CCM - Vector V08,Bauer - Vapor 1X
Minnetonka,MN,USA,USA,L,JAKE.GARDINER,Jake Gardiner,Gardiner,Jake,D,TOR,,,UFA,CCM - Super Tacks 2.0,CCM - CL Pro,CCM,CCM - Fitlite,CCM - Ribcor 70K
Edmonton,AB,CAN,CAN,R,MATT.BENNING,Matt Benning,Benning,Matt,D,EDM,"Illness, Upper body",,RFA,CCM - Ribcor Trigger 2 PMT,CCM - Quicklite,CCM,CCM - Vector V08,Bauer - Vapor 1X 2.0
Stouffville,ON,CAN,CAN,L,MICHAEL.DEL ZOTTO,Michael Del Zotto,Del Zotto,Michael,D,VAN,,M-NTC,UFA,Bauer - Supreme 1S,Bauer - Supreme 1S,CCM,CCM - Vector V08,Bauer - Supreme 1S
Regina,SK,CAN,CAN,R,JORDAN.EBERLE,Jordan Eberle,Eberle,Jordan,RW/C,NYI,Undisclosed,,UFA,Bauer - Vapor 1X Lite,Bauer - Supreme 1S,Bauer,Bauer - 5100,Bauer - Supreme 1S
Edmonton,AB,CAN,CAN,L,TYLER.ENNIS,Tyler Ennis,Ennis,Tyler,LW,MIN,,,UFA,Bauer - Nexus 1N,Warrior - Covert QR1,Bauer,Bauer - Re-Akt,TRUE - Pro Custom
Natick,MA,USA,USA,R,JOHN.CARLSON,John Carlson,Carlson,John,D,WSH,,,UFA,,,,,
Bern,,CHE,CHE,L,ROMAN.JOSI,Roman Josi,Josi,Roman,D,NSH,"Lower body, Upper body",M-NTC,UFA,CCM - Super Tacks 2.0,CCM - HG12,CCM,CCM - Resistance,Bauer - Vapor 1X
Kelowna,BC,CAN,CAN,R,JUSTIN.SCHULTZ,Justin Schultz,Schultz,Justin,D,PIT,"Illness, Lower body",,UFA,Bauer - Nexus 1N,Bauer - Supreme 1S,Bauer,Bauer - Re-Akt,Bauer - Vapor 1X
Roseau,MN,USA,USA,L,AARON.NESS,Aaron Ness,Ness,Aaron,D,WSH,,,UFA,,,,,
Paris,ON,CAN,CAN,R,ZAC.DALPE,Zac Dalpe,Dalpe,Zac,C,CBJ,Upper body,,UFA,,,,,
St. Malo,MB,CAN,CAN,R,TRAVIS.HAMONIC,Travis Hamonic,Hamonic,Travis,D,CGY,Upper body,,UFA,Warrior - Alpha QX,Warrior - Covert QRL,Warrior,Easton - E400,Bauer - Supreme 1S
Hastings,MN,USA,USA,R,DEREK.STEPAN,Derek Stepan,Stepan,Derek,C,ARI,,NTC,UFA,Bauer - Supreme 1S,Bauer - Nexus 1N,Bauer,CCM - Vector V08,Bauer - Vapor 1X 2.0
STILLWATER,MN,USA,USA,R,MITCH.REINKE,Mitch Reinke,Reinke,Mitch,D,STL,,,RFA,CCM - Super Tacks,Bauer - Vapor 1X,CCM,Bauer - Re-Akt 100,Bauer - Vapor 1X 2.0
BELLMAWR,NJ,USA,USA,L,ERIC.ROBINSON,Eric Robinson,Robinson,Eric,LW,CBJ,,,,Bauer - Vapor 1X Lite,CCM - Ultra Tacks,CCM,CCM - Vector V08,Bauer - Vapor 1X 2.0
